Secteur,Taille_Entreprise,Anciennete_Annees,Ratio_Liquidite_Generale,Ratio_Liquidite_Reduite,Ratio_Endettement,Ratio_Capacite_Remboursement,Taux_Endettement_Net,ROE,ROA,Marge_Nette,Marge_Brute,Chiffre_Affaires_Log,Croissance_CA,Ratio_Fonds_Propres,Ratio_Tresorerie_Nette,Delai_Paiement_Clients_Jours,Delai_Paiement_Fournisseurs_Jours,Ratio_Couverture_Interets,Score_Altman_Z,Nb_Incidents_Paiement_12M,Nb_Credits_En_Cours,Defaut_Paiement
Agriculture,TPE,41,1.52,0.9,1.2,4.65,1.01,0.027,-0.027,0.169,0.131,18.79,0.331,0.44,-0.21,89,63,15.62,4.69,2,0,0
Tech,TPE,35,2.89,1.42,1.83,7.17,0.33,0.416,-0.149,0.386,0.751,17.79,-0.101,0.38,0.39,26,50,4.21,1.77,3,5,1
Agriculture,ETI,47,2.94,1.5,1.15,3.3,0.05,-0.17,0.037,-0.133,0.268,11.91,0.052,0.3,0.61,78,40,3.48,1.8,1,3,0
Tech,PME,48,1.53,1.58,0.43,3.55,0.61,0.496,0.178,-0.073,0.44,16.94,-0.272,0.69,-0.02,16,59,7.28,1.55,0,4,1
Tech,TPE,18,1.77,0.58,0.82,0.83,0.43,-0.205,0.209,0.084,0.343,16.03,0.403,0.41,-0.34,73,75,8.54,1.16,1,6,0
Transport,ETI,14,1.27,1.07,1.7,13.5,1.21,-0.288,0.275,0.381,0.77,11.85,0.166,0.67,0.58,51,58,18.67,2.14,1,1,0
BTP,ETI,35,3.28,1.62,1.32,3.56,1.2,0.412,0.124,0.263,0.301,12.73,0.502,0.13,-0.05,18,18,6.38,3.56,1,6,1
Tech,ETI,44,0.68,2.43,1.34,3.8,0.69,-0.104,-0.035,0.339,0.634,14.09,0.095,0.16,-0.25,55,72,17.42,3.84,5,4,1
Services,Grande Entreprise,41,3.29,1.87,1.75,4.55,0.91,0.284,0.266,0.0,0.692,16.99,0.541,0.78,-0.28,59,40,10.35,4.16,0,5,0
Tech,TPE,7,2.49,2.32,1.8,2.35,0.91,0.349,0.199,0.395,0.377,16.39,0.492,0.49,-0.03,48,43,17.77,1.39,3,0,1
Tech,ETI,41,2.0,1.95,1.85,9.77,1.24,0.387,0.108,-0.138,0.334,15.32,0.176,0.43,0.39,101,23,14.19,0.66,0,0,1
Tech,PME,13,0.4,1.56,0.28,1.59,0.64,0.493,0.163,-0.168,0.611,17.68,0.534,0.44,0.04,27,50,14.31,4.89,1,5,0
Transport,ETI,18,1.82,0.64,1.13,2.45,0.41,-0.065,0.266,0.313,0.735,17.58,-0.077,0.21,-0.47,21,18,10.62,0.56,1,5,0
Transport,ETI,37,1.6,1.73,1.51,9.85,0.4,0.268,0.171,0.356,0.616,16.18,-0.034,0.59,-0.35,46,73,16.89,4.82,2,0,0
Industrie,ETI,13,0.82,1.63,1.54,5.43,0.8,-0.208,0.016,-0.146,0.22,17.87,-0.355,0.11,-0.06,37,51,5.46,4.23,0,3,0
Transport,PME,36,2.4,1.59,1.25,10.77,0.67,0.025,0.171,-0.132,0.716,13.34,0.189,0.48,0.49,63,27,18.19,4.6,1,1,0
Services,TPE,31,3.41,1.33,0.42,8.58,0.66,0.378,-0.132,-0.18,0.341,18.81,0.322,0.48,-0.35,86,34,12.92,2.24,0,4,0
Services,PME,2,2.1,1.42,1.62,4.21,0.14,-0.006,0.024,-0.137,0.482,16.15,0.374,0.74,0.34,61,31,9.05,1.39,3,2,1
Transport,Grande Entreprise,16,2.59,0.97,1.47,9.94,1.08,0.173,0.033,-0.074,0.674,18.22,-0.25,0.44,-0.32,51,65,19.65,3.23,3,6,1
Agriculture,Grande Entreprise,9,0.52,1.39,0.26,2.19,0.32,0.103,-0.075,0.382,0.191,15.46,0.044,0.15,-0.18,112,69,17.31,3.84,1,5,0
BTP,TPE,9,1.64,0.65,0.98,8.28,0.3,0.217,-0.14,0.201,0.638,12.18,-0.223,0.48,-0.24,62,47,15.55,1.09,0,5,1
Transport,TPE,38,0.67,2.05,0.43,6.84,0.62,0.478,-0.09,0.267,0.497,15.42,0.262,0.12,-0.4,43,35,5.84,4.09,0,6,0
Tech,TPE,11,2.26,0.63,0.74,4.38,0.34,-0.255,0.145,0.266,0.72,13.71,-0.242,0.2,0.51,51,36,19.49,1.44,0,0,0
Commerce,ETI,22,3.3,0.4,0.13,9.26,0.88,0.159,0.211,0.121,0.179,16.97,0.504,0.07,0.2,37,39,14.99,2.71,0,4,0
BTP,ETI,33,2.42,1.2,0.86,13.13,0.56,0.39,0.295,0.278,0.366,14.76,-0.169,0.43,0.75,52,81,12.3,4.35,0,4,0
BTP,TPE,36,0.55,1.71,1.14,14.98,0.67,0.085,0.006,0.157,0.675,18.36,-0.109,0.11,-0.35,107,26,18.48,1.37,1,3,0
Services,PME,45,1.43,1.21,1.28,9.31,0.81,-0.237,0.12,-0.011,0.064,16.78,0.451,0.4,-0.28,58,29,3.66,1.59,3,1,1
BTP,ETI,23,2.06,0.84,1.36,6.37,0.31,0.148,0.272,0.137,0.134,16.85,0.058,0.75,-0.04,19,16,3.21,0.78,0,3,1
Transport,ETI,45,1.59,1.48,1.69,3.77,0.23,-0.034,-0.075,0.12,0.793,12.17,-0.376,0.59,0.65,66,18,11.49,1.16,0,7,1
Tech,PME,45,2.97,1.0,0.51,4.23,1.32,-0.176,0.173,0.294,0.26,19.84,0.095,0.11,-0.04,54,59,1.61,1.16,0,3,1
Tech,PME,34,2.91,2.35,0.33,7.45,0.65,0.379,0.19,0.389,0.782,18.42,-0.315,0.22,0.11,25,27,13.45,1.42,0,7,0
Industrie,PME,9,2.26,2.32,1.72,5.83,0.62,0.117,-0.11,0.047,0.187,17.89,0.585,0.56,-0.05,92,69,5.19,1.79,0,4,0
Tech,TPE,24,1.5,1.36,0.4,13.75,0.05,0.447,0.238,0.258,0.321,13.3,0.188,0.72,-0.38,16,46,2.82,4.17,1,1,0
Tech,PME,8,1.12,0.95,1.95,5.84,0.75,0.345,0.216,-0.14,0.615,15.36,-0.143,0.07,0.91,49,36,8.49,4.62,1,1,1
Services,PME,7,0.64,1.9,1.7,5.91,0.83,0.254,-0.135,0.266,0.543,11.37,0.164,0.66,0.32,59,69,9.59,2.33,0,7,1
Tech,ETI,36,1.44,0.28,1.05,6.06,0.84,-0.296,-0.109,0.023,0.486,15.38,-0.323,0.47,0.68,63,31,3.82,1.08,0,1,1
Industrie,PME,18,1.62,1.29,1.96,12.63,1.06,0.042,-0.128,-0.176,0.447,11.46,0.4,0.46,0.49,49,84,1.31,1.51,1,6,1
Commerce,ETI,3,2.46,0.97,0.29,9.94,0.27,-0.142,0.001,0.018,0.683,15.53,0.525,0.77,0.27,106,65,8.57,3.81,0,0,0
Transport,TPE,28,2.41,2.32,0.68,9.41,0.38,0.429,0.079,0.166,0.226,16.49,0.474,0.61,-0.37,86,22,15.31,3.55,2,1,0
Services,PME,6,0.52,0.23,1.31,5.35,1.22,-0.16,0.09,-0.128,0.382,13.9,-0.058,0.69,0.46,46,75,17.55,4.85,0,4,1
